class_binary,class,cap_shape,cap_surface,cap_color,odor,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,ring_number,habitat
0,poisonous,convex,smooth,pink,creosote,gray,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,gray,foul,pink,enlarging,silky,silky,brown,brown,1,woods
1,edible,flat,fibrous,red,none,white,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,red,none,purple,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,fibrous,gray,none,purple,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,gray,pink,1,woods
1,edible,flat,scaly,red,none,white,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,flat,fibrous,yellow,foul,gray,enlarging,silky,silky,buff,brown,1,paths
1,edible,convex,fibrous,gray,none,pink,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,convex,smooth,pink,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,red,none,white,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,fibrous,gray,none,purple,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,fibrous,red,none,purple,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,gray,none,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,brown,tapering,smooth,smooth,gray,white,1,woods
0,poisonous,convex,smooth,white,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,convex,scaly,gray,foul,gray,enlarging,silky,silky,pink,pink,1,woods
0,poisonous,convex,fibrous,pink,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,white,gray,1,woods
1,edible,convex,scaly,brown,none,white,tapering,smooth,smooth,gray,white,1,woods
0,poisonous,convex,fibrous,gray,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,white,tapering,smooth,smooth,pink,pink,1,woods
0,poisonous,convex,fibrous,pink,creosote,gray,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,brown,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,smooth,white,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,brown,none,brown,tapering,smooth,smooth,gray,pink,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,pink,brown,1,grasses
0,poisonous,convex,smooth,gray,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,pink,pink,1,grasses
0,poisonous,convex,smooth,pink,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,red,none,purple,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,smooth,gray,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,gray,none,pink,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,scaly,gray,none,white,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,brown,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,fibrous,brown,none,purple,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,smooth,gray,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,gray,none,white,tapering,smooth,smooth,white,pink,1,woods
1,edible,convex,fibrous,red,none,purple,tapering,smooth,smooth,pink,gray,1,woods
1,edible,flat,fibrous,gray,none,white,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,red,none,brown,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,brown,pink,1,grasses
0,poisonous,convex,smooth,gray,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,red,none,white,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,scaly,gray,none,white,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,fibrous,gray,creosote,gray,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,brown,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,fibrous,yellow,foul,pink,enlarging,silky,silky,brown,buff,1,paths
0,poisonous,convex,smooth,gray,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,brown,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,brown,none,pink,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,scaly,brown,none,purple,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,scaly,gray,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,gray,none,brown,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,brown,brown,1,paths
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,fibrous,red,none,pink,tapering,smooth,smooth,gray,white,1,woods
0,poisonous,convex,fibrous,gray,creosote,gray,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,purple,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,flat,scaly,gray,foul,chocolate,enlarging,silky,silky,pink,pink,1,paths
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,fibrous,gray,foul,chocolate,enlarging,silky,silky,buff,pink,1,paths
1,edible,flat,scaly,gray,none,purple,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,convex,fibrous,pink,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,white,tapering,smooth,smooth,pink,pink,1,woods
0,poisonous,convex,fibrous,pink,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,convex,smooth,white,creosote,purple,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,brown,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,smooth,pink,creosote,purple,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,buff,buff,1,woods
1,edible,convex,fibrous,brown,none,purple,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,scaly,gray,none,pink,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,scaly,red,none,purple,tapering,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,gray,foul,pink,enlarging,silky,silky,pink,buff,1,grasses
0,poisonous,convex,fibrous,gray,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,pink,buff,1,paths
0,poisonous,convex,fibrous,white,creosote,purple,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,pink,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,gray,none,pink,tapering,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,white,creosote,gray,enlarging,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,gray,none,white,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,brown,none,white,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,fibrous,gray,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,scaly,red,none,pink,tapering,smooth,smooth,pink,gray,1,woods
1,edible,flat,scaly,red,none,brown,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,fibrous,white,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,pink,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,scaly,yellow,foul,chocolate,enlarging,silky,silky,brown,pink,1,woods
1,edible,flat,fibrous,gray,none,pink,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,fibrous,gray,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,convex,smooth,pink,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,fibrous,gray,none,pink,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,scaly,gray,none,purple,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,fibrous,gray,foul,chocolate,enlarging,silky,silky,brown,buff,1,paths
1,edible,convex,scaly,brown,none,purple,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,brown,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,fibrous,gray,none,purple,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,fibrous,gray,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,pink,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,convex,fibrous,gray,foul,chocolate,enlarging,silky,silky,pink,pink,1,paths
1,edible,flat,scaly,gray,none,purple,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,pink,gray,1,woods
1,edible,flat,fibrous,red,none,brown,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,convex,smooth,white,creosote,purple,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,white,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,white,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,fibrous,red,none,pink,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,purple,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,fibrous,gray,foul,chocolate,enlarging,silky,silky,brown,buff,1,grasses
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,fibrous,gray,foul,pink,enlarging,silky,silky,pink,brown,1,paths
1,edible,flat,fibrous,red,none,white,tapering,smooth,smooth,gray,pink,1,woods
0,poisonous,convex,fibrous,gray,foul,chocolate,enlarging,silky,silky,brown,pink,1,grasses
1,edible,flat,scaly,gray,none,purple,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,white,tapering,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,gray,foul,chocolate,enlarging,silky,silky,pink,brown,1,woods
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,gray,gray,1,woods
1,edible,convex,fibrous,gray,none,pink,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,scaly,gray,none,brown,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,fibrous,white,creosote,purple,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,pink,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,fibrous,red,none,brown,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,scaly,red,none,purple,tapering,smooth,smooth,white,gray,1,woods
1,edible,convex,fibrous,red,none,brown,tapering,smooth,smooth,gray,pink,1,woods
1,edible,flat,scaly,brown,none,purple,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,fibrous,gray,foul,pink,enlarging,silky,silky,pink,brown,1,grasses
1,edible,convex,fibrous,gray,none,brown,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,buff,brown,1,woods
1,edible,flat,scaly,gray,none,brown,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,brown,none,pink,tapering,smooth,smooth,pink,pink,1,woods
0,poisonous,convex,scaly,gray,foul,chocolate,enlarging,silky,silky,buff,pink,1,woods
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,flat,fibrous,gray,foul,pink,enlarging,silky,silky,brown,pink,1,woods
1,edible,flat,scaly,red,none,white,tapering,smooth,smooth,pink,pink,1,woods
0,poisonous,convex,smooth,gray,creosote,gray,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,red,none,purple,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,brown,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,fibrous,red,none,brown,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,red,none,brown,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,smooth,pink,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,flat,fibrous,gray,foul,chocolate,enlarging,silky,silky,buff,pink,1,woods
1,edible,flat,fibrous,gray,none,white,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,fibrous,red,none,white,tapering,smooth,smooth,white,gray,1,woods
0,poisonous,convex,fibrous,pink,creosote,purple,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,brown,none,pink,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,scaly,gray,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,red,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,red,none,white,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,fibrous,gray,none,brown,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,smooth,white,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,brown,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,scaly,gray,foul,pink,enlarging,silky,silky,buff,pink,1,woods
1,edible,flat,scaly,brown,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,brown,none,pink,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,smooth,gray,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,red,none,white,tapering,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,pink,brown,1,woods
1,edible,convex,scaly,brown,none,white,tapering,smooth,smooth,gray,pink,1,woods
1,edible,flat,scaly,red,none,purple,tapering,smooth,smooth,pink,gray,1,woods
1,edible,flat,fibrous,red,none,brown,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,smooth,pink,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
0,poisonous,convex,fibrous,gray,foul,chocolate,enlarging,silky,silky,pink,pink,1,woods
1,edible,flat,scaly,red,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,gray,none,pink,tapering,smooth,smooth,gray,white,1,woods
0,poisonous,convex,smooth,pink,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,gray,none,purple,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,fibrous,red,none,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,brown,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,scaly,gray,none,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,brown,none,white,tapering,smooth,smooth,white,pink,1,woods
1,edible,flat,scaly,brown,none,purple,tapering,smooth,smooth,gray,pink,1,woods
0,poisonous,convex,fibrous,pink,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,pink,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,convex,scaly,yellow,foul,pink,enlarging,silky,silky,brown,brown,1,woods
0,poisonous,convex,smooth,gray,creosote,pink,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,white,tapering,smooth,smooth,white,white,1,woods
0,poisonous,flat,fibrous,gray,foul,pink,enlarging,silky,silky,brown,brown,1,woods
0,poisonous,convex,fibrous,gray,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,gray,none,pink,tapering,smooth,smooth,pink,gray,1,woods
1,edible,flat,scaly,gray,none,purple,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,gray,pink,1,woods
1,edible,convex,scaly,brown,none,white,tapering,smooth,smooth,gray,white,1,woods
0,poisonous,convex,fibrous,yellow,foul,pink,enlarging,silky,silky,buff,brown,1,grasses
1,edible,flat,fibrous,gray,none,purple,tapering,smooth,smooth,gray,white,1,woods
0,poisonous,convex,fibrous,gray,foul,pink,enlarging,silky,silky,buff,pink,1,paths
1,edible,flat,scaly,red,none,purple,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,fibrous,red,none,white,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,flat,fibrous,gray,foul,pink,enlarging,silky,silky,brown,pink,1,woods
1,edible,flat,fibrous,red,none,pink,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,fibrous,yellow,foul,gray,enlarging,silky,silky,pink,brown,1,paths
1,edible,flat,fibrous,red,none,purple,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,fibrous,gray,none,purple,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,fibrous,red,none,pink,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,scaly,red,none,brown,tapering,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,red,none,brown,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,gray,pink,1,woods
1,edible,flat,fibrous,gray,none,white,tapering,smooth,smooth,gray,gray,1,woods
1,edible,flat,fibrous,red,none,pink,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,buff,buff,1,grasses
1,edible,flat,scaly,brown,none,purple,tapering,smooth,smooth,white,gray,1,woods
0,poisonous,convex,fibrous,gray,creosote,brown,enlarging,smooth,smooth,white,white,1,woods
1,edible,flat,scaly,brown,none,white,tapering,smooth,smooth,gray,white,1,woods
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,white,gray,1,woods
1,edible,convex,fibrous,red,none,pink,tapering,smooth,smooth,pink,gray,1,woods
1,edible,flat,scaly,red,none,pink,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,fibrous,gray,none,pink,tapering,smooth,smooth,pink,pink,1,woods
1,edible,convex,scaly,gray,none,pink,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,fibrous,pink,creosote,gray,enlarging,smooth,smooth,white,white,1,woods
1,edible,convex,scaly,brown,none,brown,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,white,gray,1,woods
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,flat,fibrous,gray,foul,gray,enlarging,silky,silky,brown,brown,1,grasses
1,edible,flat,scaly,gray,none,white,tapering,smooth,smooth,pink,pink,1,woods
1,edible,flat,scaly,red,none,brown,tapering,smooth,smooth,gray,gray,1,woods
0,poisonous,convex,fibrous,gray,foul,gray,enlarging,silky,silky,pink,buff,1,grasses
1,edible,flat,scaly,brown,none,brown,tapering,smooth,smooth,pink,gray,1,woods
0,poisonous,convex,fibrous,gray,foul,chocolate,enlarging,silky,silky,pink,buff,1,grasses
1,edible,flat,fibrous,red,none,white,tapering,smooth,smooth,white,pink,1,woods
1,edible,convex,scaly,brown,none,white,tapering,smooth,smooth,gray,white,1,woods
1,edible,convex,scaly,gray,none,pink,tapering,smooth,smooth,pink,white,1,woods
1,edible,flat,scaly,red,none,purple,tapering,smooth,smooth,white,gray,1,woods
0,poisonous,convex,scaly,gray,foul,pink,enlarging,silky,silky,buff,brown,1,woods
0,poisonous,convex,smooth,gray,creosote,gray,enlarging,smooth,smooth,white,white,1,woods
