HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Common name,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
441,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Calidris.alba,Sanderling,730,730,27,4,50,18.6
283,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola,Animalia.Chordata.Aves.Anseriformes.Anatidae.Bucephala.albeola,Bufflehead,730,730,30,8,400,18.7
1685,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,muntjak,Animalia.Chordata.Mammalia.Artiodactyla.Cervidae.Muntiacus.muntjak,Indian muntjac,272,332,210,1.17,21000,18.8
1725,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,aureus,Animalia.Chordata.Mammalia.Carnivora.Canidae.Canis.aureus,Golden jackal,334,334,63,3,11000,18.8
995,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,iliacus,Animalia.Chordata.Aves.Passeriformes.Turdidae.Turdus.iliacus,Redwing,365,365,,,61.2,18.8
206,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.lagopus,Rough-legged hawk,730,730,29,5,980.64,18.8
315,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,spectabilis,Animalia.Chordata.Aves.Anseriformes.Anatidae.Somateria.spectabilis,King eider,730,730,23,5,1617,18.9
1893,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,Animalia.Chordata.Mammalia.Carnivora.Procyonidae.Bassariscus.astutus,Ringtail,300,300,52,3,1015,19
1767,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,silvestris,Animalia.Chordata.Mammalia.Carnivora.Felidae.Felis.silvestris,Wild cat,304,304,64,3.7,5500,19
369,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,alexandrinus,Animalia.Chordata.Aves.Charadriiformes.Charadriidae.Charadrius.alexandrinus,Snowy plover,310,331,24,3,37,19
1350,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,kennicottii,Animalia.Chordata.Aves.Strigiformes.Strigidae.Megascops.kennicottii,Western screech-owl,365,365,30,4,205,19
1542,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Echinops,telfairi,Animalia.Chordata.Mammalia.Afrosoricida.Tenrecidae.Echinops.telfairi,Lesser hedgehog tenrec,365,365,55,6,180,19
1898,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,Animalia.Chordata.Mammalia.Carnivora.Procyonidae.Procyon.cancrivorus,Crab-eating raccoon,365,365,63,3,6270,19
1722,Animalia,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,Animalia.Chordata.Mammalia.Carnivora.Ailuridae.Ailurus.fulgens,Red panda,550,550,116,2,4325,19
2033,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,fuscus,Animalia.Chordata.Mammalia.Chiroptera.Vespertilionidae.Eptesicus.fuscus,Big brown bat,547,730,35,2,23,19
1401,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,acronotus,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Carcharhinidae.Carcharhinus.acronotus,Blacknose shark,1369,1003,,3.9,10395,19
3614,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Scardinius,erythrophthalmus,Animalia.Chordata.Teleostei.Cypriniformes.Cyprinidae.Scardinius.erythrophthalmus,Pearl roach,1460,1095,,,1153.35,19
434,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,mexicanus,Animalia.Chordata.Aves.Charadriiformes.Recurvirostridae.Himantopus.mexicanus,Black-necked (Hawaiian) stilt,365,365,25,4,186,19.1
1986,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Animalia.Chordata.Mammalia.Chiroptera.Phyllostomidae.Artibeus.jamaicensis,Jamaican fruit-eating bat,289,289,76,1,42.2,19.2
691,Animalia,Chordata,Aves,Passeriformes,Corvidae,Perisoreus,canadensis,Animalia.Chordata.Aves.Passeriformes.Corvidae.Perisoreus.canadensis,Gray jay,365,365,17,3,70.3,19.2
1120,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,cristatus,Animalia.Chordata.Aves.Podicipediformes.Podicipedidae.Podiceps.cristatus,Great crested grebe,730,730,,,738.7,19.2
677,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corone,Animalia.Chordata.Aves.Passeriformes.Corvidae.Corvus.corone,Carrion crow,1095,1095,,,472.7,19.2
852,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,rubecula,Animalia.Chordata.Aves.Passeriformes.Muscicapidae.Erithacus.rubecula,European robin,365,365,,,17.3,19.3
453,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Calidris.pusilla,Semipalmated sandpiper,365,365,20,4,27,19.3
3018,Animalia,Chordata,Reptilia,Squamata,Colubridae,Regina,septemvittata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Regina.septemvittata,Queen snake,1095,1095,,,,19.3
1827,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,gulo,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Gulo.gulo,Wolverine,710,776,35,3,16333.3,19.5
1438,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,lenticulatus,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Triakidae.Mustelus.lenticulatus,Spotted estuary smooth-hound,1460,1435,,10.7,,19.5
1633,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Ovis.dalli,Dall's sheep,684,639,173,1,73100,19.6
444,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,ferruginea,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Calidris.ferruginea,Curlew sandpiper,1095,1095,,,58.1,19.7
1555,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antidorcas,marsupialis,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Antidorcas.marsupialis,Springbok,213,400,168,1,39000,19.8
1654,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,imberbis,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Tragelaphus.imberbis,Lesser kudu,504,504,235,1,82500,19.8
2989,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,nasicus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Heterodon.nasicus,Mexican hognose snake,730,730,56,13,,19.8
1779,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,nebulosa,Animalia.Chordata.Mammalia.Carnivora.Felidae.Neofelis.nebulosa,Clouded leopard,730,1095,89,2,19500,19.8
3255,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,durissus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.durissus,Neotropical rattlesnake,1095,1095,120,6,1150,19.8
153,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.jordani,Red-cheeked salamander,1825,1095,,,,19.8
137,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Desmognathus.ochrophaeus,Allegheny mountain dusky salamander,1280,1280,,16,0.6,19.8
3142,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Iguana.iguana,Common green iguana,1640,1640,,,,19.8
193,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Accipiter.striatus,Sharp-shinned hawk,365,365,34,4,135,19.9
260,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.fulvigula,Mottled duck,365,365,26,10,950,20
799,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Animalia.Chordata.Aves.Passeriformes.Icteridae.Agelaius.phoeniceus,Red-winged blackbird,365,365,12,3.5,56.7,20
833,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,polyglottos,Animalia.Chordata.Aves.Passeriformes.Mimidae.Mimus.polyglottos,Northern mockingbird,365,365,12,4,53,20
2335,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,mystax,Animalia.Chordata.Mammalia.Primates.Callitrichidae.Saguinus.mystax,Black-chested mustached tamarin,486,540,145,2,543.5,20
2420,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,garnettii,Animalia.Chordata.Mammalia.Primates.Galagidae.Otolemur.garnettii,Small-eared galago,600,600,132,1,1300,20
3658,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Micromesistius,poutassou,Animalia.Chordata.Teleostei.Gadiformes.Gadidae.Micromesistius.poutassou,Blue whiting,602,602,,,456.5,20
3656,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,aeglefinus,Animalia.Chordata.Teleostei.Gadiformes.Gadidae.Melanogrammus.aeglefinus,Haddock,602,620,,,9240,20
693,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,hudsonia,Animalia.Chordata.Aves.Passeriformes.Corvidae.Pica.hudsonia,Black-billed magpie,365,730,18,6.5,177,20
673,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,Animalia.Chordata.Aves.Passeriformes.Corvidae.Corvus.brachyrhynchos,American crow,730,730,18,5,384.8,20
3657,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,merlangus,Animalia.Chordata.Teleostei.Gadiformes.Gadidae.Merlangius.merlangus,English whiting,730,730,,,1700,20
4016,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Archosargus,probatocephalus,Animalia.Chordata.Teleostei.Perciformes.Sparidae.Archosargus.probatocephalus,Sheepshead,730,730,,,2000,20
167,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Lissotriton.vulgaris,Smooth newt,1095,730,,180,,20
3888,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,ambigua,Animalia.Chordata.Teleostei.Perciformes.Percichthyidae.Macquaria.ambigua,Golden perch,1642,912,,,13200,20
15,Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,bombina,Animalia.Chordata.Amphibia.Anura.Bombinatoridae.Bombina.bombina,Firebelly toad,1095,1095,,190,,20
3676,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,merluccius,Animalia.Chordata.Teleostei.Gadiformes.Merlucciidae.Merluccius.merluccius,European hake,1095,1095,,,8250,20
3655,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Lota,lota,Animalia.Chordata.Teleostei.Gadiformes.Gadidae.Lota.lota,Burbot,1460,1095,,,18700,20
3280,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,catenatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Sistrurus.catenatus,Massasauga,1100,1100,,8,,20
3006,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,natrix,Animalia.Chordata.Reptilia.Squamata.Colubridae.Natrix.natrix,Grass snake,1460,1460,,,96.25,20
4210,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Pylodictis,olivaris,Animalia.Chordata.Teleostei.Siluriformes.Ictaluridae.Pylodictis.olivaris,Flathead catfish,1825,1460,,52000,30717.5,20
139,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,welteri,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Desmognathus.welteri,Black mountain salamander,1642,1642,,26,,20
4126,Animalia,Chordata,Teleostei,Scorpaeniformes,Platycephalidae,Platycephalus,conatus,Animalia.Chordata.Teleostei.Scorpaeniformes.Platycephalidae.Platycephalus.conatus,Deepwater flathead,2007,1642,,,,20
3991,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,maccoyii,Animalia.Chordata.Teleostei.Perciformes.Scombridae.Thunnus.maccoyii,Southern bluefin tuna,3102,3102,,,143000,20
3646,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Brosme,brosme,Animalia.Chordata.Teleostei.Gadiformes.Gadidae.Brosme.brosme,Cusk,3285,3285,,,16500,20
216,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circus.aeruginosus,Swamp harrier,730,730,,,711.5,20.1
152,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.glutinosus,Northern slimy salamander,910,910,,21,4.2,20.1
157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Pseudotriton.ruber,Red salamander,1825,1460,75,80,,20.1
192,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Accipiter.nisus,Eurasian sparrowhawk,365,365,,,237.5,20.2
423,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,niger,Animalia.Chordata.Aves.Charadriiformes.Laridae.Rynchops.niger,Black skimmer,730,730,23,4,315,20.2
1572,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,cylindricornis,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Capra.cylindricornis,East Caucasian tur,1019,914,161,1.2,50000,20.2
1760,Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,caracal,Animalia.Chordata.Mammalia.Carnivora.Felidae.Caracal.caracal,Caracal,456,456,74,3,16000,20.3
190,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Accipiter.cooperii,Cooper's hawk,730,730,24,4,526.64,20.3
672,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,monedula,Animalia.Chordata.Aves.Passeriformes.Corvidae.Coloeus.monedula,Eurasian crow and Eurasian jackdaw,730,730,,,246,20.3
697,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,pyrrhocorax,Animalia.Chordata.Aves.Passeriformes.Corvidae.Pyrrhocorax.pyrrhocorax,Red-billed chough,730,730,,,277.8,20.3
273,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Animalia.Chordata.Aves.Anseriformes.Anatidae.Aythya.collaris,Ring-necked duck,365,365,27,9,737,20.4
1075,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,chihi,Animalia.Chordata.Aves.Pelecaniformes.Threskiornithidae.Plegadis.chihi,White-faced ibis,730,730,21,3.5,487.5,20.4
1969,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Animalia.Chordata.Mammalia.Cetacea.Phocoenidae.Phocoena.phocoena,Harbor porpoise,1055,1461,320,1,52500,20.4
42,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,auratus,Animalia.Chordata.Amphibia.Anura.Dendrobatidae.Dendrobates.auratus,Green and black dart-poison frog,365,365,12,6,,20.5
1759,Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,jubatus,Animalia.Chordata.Mammalia.Carnivora.Felidae.Acinonyx.jubatus,Cheetah,456,456,88,3,53500,20.5
1810,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Suricata,suricatta,Animalia.Chordata.Mammalia.Carnivora.Herpestidae.Suricata.suricatta,Meerkat,365,365,77,4,776,20.6
613,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,atra,Animalia.Chordata.Aves.Gruiformes.Rallidae.Fulica.atra,Coot,365,365,,,734.3,20.6
2477,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,anselli,Animalia.Chordata.Mammalia.Rodentia.Bathyergidae.Cryptomys.anselli,Ansell's mole-rat,365,365,,,90,20.6
1728,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Animalia.Chordata.Mammalia.Carnivora.Canidae.Canis.lupus,Gray wolf,669,669,62,6,26625,20.6
1632,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Ovis.canadensis,Bighorn sheep,707,749,180,1,70275,20.6
1349,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,asio,Animalia.Chordata.Aves.Strigiformes.Strigidae.Megascops.asio,Eastern screech-owl,365,365,29,4,164.1,20.7
1102,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,carolinus,Animalia.Chordata.Aves.Piciformes.Picidae.Melanerpes.carolinus,Red-bellied woodpecker,365,365,12,4,72.5,20.7
371,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula,Animalia.Chordata.Aves.Charadriiformes.Charadriidae.Charadrius.hiaticula,Common ringed plover,365,365,,,64,20.8
948,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,modularis,Animalia.Chordata.Aves.Passeriformes.Prunellidae.Prunella.modularis,Hedge sparrow,365,365,,,20.2,20.8
1574,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,hircus,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Capra.hircus,Domestic goat,406,685,155,1.5,61000,20.8
1623,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreamnos,americanus,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Oreamnos.americanus,Mountain goat,912,912,184,1.2,90000,20.8
1666,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,axis,Animalia.Chordata.Mammalia.Artiodactyla.Cervidae.Axis.axis,Chital,766,913,226,1.03,36000,20.8
447,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,maritima,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Calidris.maritima,Purple sandpiper,1095,1095,22,4,65.2,20.8
244,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Cathartes.aura,Turkey vulture,4015,4015,39,2,2200,20.8
470,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,minor,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Scolopax.minor,American woodcock,300,300,20,4,197.5,20.9
1708,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Animalia.Chordata.Mammalia.Artiodactyla.Suidae.Phacochoerus.africanus,Wart hog,578,578,164,3,100000,20.9
394,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,minutus,Animalia.Chordata.Aves.Charadriiformes.Laridae.Hydrocoloeus.minutus,Little gull,730,730,21,3,119,20.9
396,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,audouinii,Animalia.Chordata.Aves.Charadriiformes.Laridae.Ichthyaetus.audouinii,Audouin's gull,1095,1095,,,535,20.9
430,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,elegans,Animalia.Chordata.Aves.Charadriiformes.Laridae.Thalasseus.elegans,Elegant tern,1095,1095,26,1,251,20.9
1575,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,ibex,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Capra.ibex,Ibex,797,1256,169,1.1,82500,20.9
1262,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,undulatus,Animalia.Chordata.Aves.Psittaciformes.Psittacidae.Melopsittacus.undulatus,Budgerigar,180,180,18,5,30,21
523,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,atthis,Animalia.Chordata.Aves.Coraciiformes.Alcedinidae.Alcedo.atthis,Common kingfisher,365,365,,,31.4,21
1899,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Animalia.Chordata.Mammalia.Carnivora.Procyonidae.Procyon.lotor,Common raccoon,365,365,63,4,6000,21
389,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger,Animalia.Chordata.Aves.Charadriiformes.Laridae.Chlidonias.niger,Black tern,730,730,21,3,60,21
4183,Animalia,Chordata,Teleostei,Scorpaeniformes,Triglidae,Chelidonichthys,cuculus,Animalia.Chordata.Teleostei.Scorpaeniformes.Triglidae.Chelidonichthys.cuculus,East Atlantic red gurnard,730,730,,,,21
2438,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,diadema,Animalia.Chordata.Mammalia.Primates.Indriidae.Propithecus.diadema,Diademed sifaka,1186,913,157,1,5550,21
1859,Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,Animalia.Chordata.Mammalia.Carnivora.Nandiniidae.Nandinia.binotata,African palm civet,1095,1095,64,2,1900,21
3692,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,budegassa,Animalia.Chordata.Teleostei.Lophiiformes.Lophiidae.Lophius.budegassa,Black-bellied angler,1460,1460,,,,21
3537,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ctenopharyngodon,idella,Animalia.Chordata.Teleostei.Cypriniformes.Cyprinidae.Ctenopharyngodon.idella,Silver orfe,1520,1460,,,24750,21
1449,Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,superciliosus,Animalia.Chordata.Chondrichthyes.Lamniformes.Alopiidae.Alopias.superciliosus,Bigeye thresher,4690,3650,,2,200090,21
1055,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,Animalia.Chordata.Aves.Pelecaniformes.Ardeidae.Nycticorax.nycticorax,Black-crowned night heron,365,365,25,4,800,21.1
1675,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,dama,Animalia.Chordata.Mammalia.Artiodactyla.Cervidae.Dama.dama,Fallow deer,487,507,233,1,70000,21.1
318,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,apus,Animalia.Chordata.Aves.Apodiformes.Apodidae.Apus.apus,Common swift,730,730,,,37.6,21.1
1611,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,megaceros,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Kobus.megaceros,Nile lechwe,730,730,235,1,90000,21.1
409,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,hyperboreus,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.hyperboreus,Glaucous gull,1460,1460,27,3,1210,21.1
1002,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,viscivorus,Animalia.Chordata.Aves.Passeriformes.Turdidae.Turdus.viscivorus,Mistle thrush,365,365,,,117.5,21.2
1792,Animalia,Chordata,Mammalia,Carnivora,Felidae,Uncia,uncia,Animalia.Chordata.Mammalia.Carnivora.Felidae.Uncia.uncia,Snow leopard,730,730,96,2,50000,21.2
2774,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Animalia.Chordata.Mammalia.Rodentia.Sciuridae.Marmota.flaviventris,Yellow-bellied marmot,730,730,30,4,3500,21.2
1753,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Animalia.Chordata.Mammalia.Carnivora.Canidae.Vulpes.vulpes,Red fox,304,304,52,5,4131.7,21.3
254,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.americana,American wigeon,365,365,23,9,793.8,21.3
379,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,fulva,Animalia.Chordata.Aves.Charadriiformes.Charadriidae.Pluvialis.fulva,Pacific golden-plover,365,365,,,135,21.3
307,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,serrator,Animalia.Chordata.Aves.Anseriformes.Anatidae.Mergus.serrator,Red-breasted merganser,730,730,32,10,1020.6,21.3
302,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,fusca,Animalia.Chordata.Aves.Anseriformes.Anatidae.Melanitta.fusca,White-winged scoter,730,730,28,11,1360.8,21.4
2455,Animalia,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,Animalia.Chordata.Mammalia.Primates.Lorisidae.Loris.tardigradus,Slender loris,380,365,166,1.3,238.2,21.6
695,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,pica,Animalia.Chordata.Aves.Passeriformes.Corvidae.Pica.pica,Eurasian magpie,730,730,21,,178,21.7
1727,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,latrans,Animalia.Chordata.Mammalia.Carnivora.Canidae.Canis.latrans,Coyote,274,274,63,6,13250,21.8
